question,answer_llm,answer_orig,document
"Can I do the homework or capstone in something other than Python, like JavaScript, Go, or Rust?","Yes — you can use another language or stack, including JavaScript, Go, or Rust, for homework or the capstone.

That said, the course strongly recommends Python because the materials, examples, and reviewer expectations are Python-based. If you choose a non-Python stack, use it only if you have a strong reason and make your documentation very thorough, including clear install and run instructions for Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I build the project with a non-Python stack, what should I include so the reviewer can run it easily?","Include very thorough documentation in your README so the reviewer can reproduce it without knowing your stack.

At minimum, explain:

- how to install dependencies
- how to run the project
- how to do this on Windows, macOS, and Linux

Also make sure the project is easy to reproduce from scratch, ideally with:

- a script or notebook to ingest the data and rebuild any index locally
- pinned dependency versions
- a `.env.example` with variable names only, and no secrets
- clear instructions for any required credentials the reviewer must create themselves

For example, a Go project should include commands like:

```bash
go mod tidy
go run .
```

If you want, I can help you draft a reviewer-friendly README template for a non-Python project.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is it okay to use Java, Scala, C#, R, or TypeScript instead of Python for this course?","Yes, but **Python is the recommended/default choice**.

Using **Java, Scala, C#, R, or TypeScript** is technically possible, but the course materials, examples, and reviewer expectations are Python-based, so using another language should be done **only if you have a strong reason**. If you do, your documentation needs to be very thorough so the reviewer can easily reproduce and evaluate your homework or project on Windows, macOS, and Linux.

So the short answer is: **yes, it’s allowed, but Python is the easiest path and strongly preferred**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Why does the course recommend Python so strongly for assignments and the final project?,"Because the course’s materials, examples, and reviewer expectations are all Python-based, Python is the easiest way to make homework and the final project align with the course setup. It also makes your submission easier to reproduce and review.

If you use another language, it’s allowed, but you need very thorough documentation so the reviewer can run it easily on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What kind of README or setup instructions are expected if I submit a project in another language?,"If you use a non-Python language or stack, your README should be very thorough. It should explain:

- how to install dependencies
- how to run the project/homework
- how to do this on **Windows, macOS, and Linux**

The goal is to make the submission easy for a reviewer to reproduce and evaluate, assuming they have no knowledge of that language or ecosystem.

For example, a Go project should include instructions like:

```bash
go mod tidy
go run .
```

If you want, I can also help you draft a README template for a non-Python project.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where can I check out past LLM Zoomcamp capstone projects?,"You can browse past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with old project submissions from previous LLM Zoomcamp cohorts?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories from past cohorts.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I see examples of capstone repos from 2024 or 2025 somewhere?,"Yes — you can browse previous capstone/LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and are a good way to see the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the links to earlier LLM Zoomcamp projects posted?,"The links to earlier LLM Zoomcamp projects are posted on the project pages here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
I want to look at submitted LLM Zoomcamp projects to get a feel for the scope — where should I go?,"You can browse previous submitted projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and are a good way to understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
"Do I have to announce my capstone project idea before I start working on it, or can I just begin?","No. You do not need to announce or reserve your capstone idea before starting—you can just begin working on it. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Is there any need to reserve a project topic for the llm-zoomcamp capstone, or is that unnecessary?","No, you do not need to reserve or announce a capstone project topic before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Can I ask for feedback on my project idea somewhere before I build it, maybe in Slack?",Yes. You can ask for feedback in Slack before you build it. You do not need to announce or reserve your project idea first.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I check examples of previous capstone projects to get a sense of the expected scope?,"You can check previous capstone project examples here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These submissions should give you a good sense of the expected scope and quality.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If someone else already did a similar project, can I still choose the same topic for my submission?","Yes — similar topics are okay, as long as your implementation is your own and your submission meets the project requirements. You do not need to reserve or announce your idea in advance.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram bot or WhatsApp bot instead of a web app?,"Yes. You can build your capstone using a Telegram bot, WhatsApp bot, or any other interface instead of a web app. There are no strict requirements on the project interface, as long as it meets the evaluation criteria.

The course doesn’t teach how to build those interfaces, so you’ll need to implement that part yourself.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is a CLI, Slack app, or notebook also acceptable for the project interface?","Yes. A CLI, Slack app, notebook, or other interface is acceptable for the project. The course says you can use any interface that fits your idea, as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Are there any strict rules about how the end user should access the capstone project?,"No. There are no strict guidelines on how you make the project available to the end user. You can use a web app, CLI, Telegram or WhatsApp bot, Slack app, notebook, or anything else, as long as it fits your idea and meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Will the course show us how to create things like Telegram, WhatsApp, or Slack interfaces?","No — the course doesn’t teach how to build Telegram, WhatsApp, or Slack interfaces. You can use those kinds of interfaces for your project, but you’ll need to figure out how to create them on your own.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I choose a non-web interface for my project, is that okay as long as it passes the evaluation criteria?","Yes — you can use a non-web interface, like a CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else, as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"What’s the best tool to pull text out of PDFs for a RAG app, especially if I have a mix of regular and scanned files?","For a mix of regular and scanned PDFs, there isn’t one single “best” tool prescribed by the course. The suggestion is to try a few and see which gives the cleanest output for your documents.

Good options mentioned:
- **docling** — strong choice for converting PDFs to structured Markdown/JSON for RAG
- **pymupdf4llm / PyMuPDF** — fast text extraction, Markdown output
- **unstructured** — handles many document types and layouts
- **pytesseract** — for scanned/image-based PDFs with no text layer
- **Hosted OCR like Mistral OCR** — if you prefer an API over local OCR

For mixed PDFs, a common approach is:
- use a text extractor for normal PDFs
- fall back to **OCR** for scanned ones

So: **docling or PyMuPDF for regular PDFs, plus pytesseract or hosted OCR for scanned PDFs**. I don’t know which single tool is best for your specific dataset without testing it.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Do we need to use a specific PDF extraction library in the capstone, or can we choose whatever works on our docs?",I don't know.,"The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are images and don’t have selectable text, what OCR option would you recommend for the project?","For image-based PDFs with no selectable text, I’d recommend **pytesseract (Tesseract OCR)**.

If you’d rather not run OCR locally, a **hosted OCR API like Mistral OCR** is also a good option.

If you want, I can help you pick between local OCR and hosted OCR based on your setup.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Has anyone tried docling, PyMuPDF, or unstructured for document extraction in RAG — which one gives cleaner output?","I don’t know which one is objectively cleanest.

The course context says to try a couple of them on a sample of your documents and see which gives the cleanest text for your data. It mentions:

- **docling** — structured Markdown/JSON, good for RAG
- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — handles many document types and layouts

So the recommendation is to benchmark them on your own PDFs/documents and pick the one that produces the cleanest output for your use case.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"After extracting text from PDFs, what should I do next to get the documents ready for RAG?","Prepare the extracted text so it is clean, structured, and easy to chunk and retrieve.

Common next steps:
- Remove noise like broken HTML, duplicate text, boilerplate, OCR errors, repeated headers/footers
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure
- Store it in a structured format like JSON if convenient
- Chunk the documents so related context stays together
- Keep metadata for later filtering or ranking

The goal is to make retrieval more accurate, not just to shorten the text.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Can I reuse the workshop content in my own capstone project, or is that not allowed?","Yes — you can reuse the workshop content in your own capstone project. The context says that since dlt is open-source, you can use the workshop material directly in a capstone project and even in other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If dlt is open source, does that mean I can apply the workshop stuff to other projects too?","Yes — since dlt is open source, you can use the workshop content in other projects too. The context specifically says you can use it for a capstone project and even for other Zoomcamps, like an MLOps Zoomcamp project.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Would it be okay to use this material for something like an MLOps Zoomcamp project?,"Yes — the workshop material can be used for an MLOps Zoomcamp project. The context says you can even use it for other Zoomcamps, including the MLOps Zoomcamp project.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Am I allowed to take the workshop examples and build on them in my own work?,"Yes — since dlt is open-source, you can use the workshop content in your own projects and build on the examples.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Can I ask questions about the material and also use it directly in a project?,"Yes — you can ask questions about the material, and you can also use it directly in your project. Since dlt is open-source, the workshop content can be used for a capstone project, and you’re encouraged to ask questions or use it in your own projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I create a new dlt project for loading data from the cloud?,"Start a new dlt project with:

```bash
dlt init filesystem duckdb
```

This is the recommended setup for loading data from the cloud. More details are available in the dlt filesystem tutorial at dlthub.com.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to initialize a dlt filesystem to duckdb setup?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
I'm trying to start a fresh dlt project for cloud files — what's the first command?,`dlt init filesystem duckdb`,"Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a quick way to bootstrap a dlt pipeline from filesystem into DuckDB?,"Yes — you can bootstrap it quickly with:

```bash
dlt init filesystem duckdb
```

That sets up a new dlt project for loading from filesystem into DuckDB.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Where do I begin if I want to set up dlt for loading cloud data into DuckDB?,"Start with this command on the command line:

```bash
dlt init filesystem duckdb
```

If you want more guidance, see the dlt tutorial at dlthub.com/docs/tutorial/filesystem.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Why do I get `Table notion_pages___homework does not exist` when I try `db.open_table(...)` in the dlt workshop?,"You’re getting that error because the table name in your pipeline settings is still inconsistent.

Specifically, you likely changed only part of the workshop code from `employee_handbook` to `homework`, but not all occurrences. As a result, `db.open_table(""notion_pages___homework"")` can’t find the table.

Make sure all references are updated to `homework`, including the table creation/setup in your pipeline settings.

If you want to check what tables actually exist, use:

```python
db.table_names()
```","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
What should I change if my pipeline still says `employee_handbook` instead of `homework`?,You should replace **all** occurrences of `employee_handbook` with `homework` in your pipeline settings.,"The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
I’m seeing a `FileNotFoundError` for `notion_pages___homework` — what does that usually mean in the settings?,"It usually means your pipeline settings still have some old table name references, specifically `employee_handbook`, and not all instances were changed to `homework`.

So for `notion_pages___homework`, check your settings/configuration and make sure every `employee_handbook` name has been updated to `homework`.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
How do I fix the issue where the table name exists in my code but not when opening it with `db.open_table`?,"The issue usually means not all references were updated consistently.

In this case, the context says the error happens because you **did not change all instances of `employee_handbook` to `homework` in your pipeline settings**. So even if the table name appears in your code, `db.open_table()` won’t find it if the underlying pipeline is still using the old name.

Also, you can check what tables actually exist with:

```python
db.table_names()
```

Make sure the table name you pass to `db.open_table()` matches the real table name exactly.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Could this error happen because I missed some `employee_handbook` references when switching to `homework`?,"Yes — that sounds likely. The error in the context says it happens when not all `""employee_handbook""` references were changed to `""homework""` in the pipeline settings.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"Why am I getting FileNotFoundError for notion_pages___homework when I run main(), and how do I fix it?","You’re getting that `FileNotFoundError` because the code is opening the wrong table name.

The fix is to open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you still see the error, check that the table was actually created before `main()` runs.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
My script says Table notion_pages___homework does not exist — is there a wrong table name I should be using?,"Yes — the issue is usually that not all table names were updated.

If you’re seeing:

`Table notion_pages___homework does not exist`

the context says you likely still have `""employee_handbook""` somewhere in your pipeline settings. Make sure you changed all instances to `""homework""`.

For opening the table, the correct line should be:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you want, I can help you check which exact name is wrong in your script.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How do I open the right table in the dlt workshop if db.open_table is failing on notion_pages___homework?,"Make sure you changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings, and open the table like this:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you're unsure which tables exist, you can also check with:

```python
db.table_names()
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What should line 3 look like so the notebook can find the notion_pages___homework table?,"```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
I keep seeing an error that the table doesn't exist in main(); what exact table should I open instead?,"Open this table instead:

```python
db.open_table(""notion_pages___homework"")
```

If you still get the error, it likely means not all `""employee_handbook""` references were changed to `""homework""` in your pipeline settings.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I see all tables that exist in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Is there a way to list the table names from the DB?,Yes — you can use the `db.table_names()` method to list all tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What method should I use to check which tables are there?,Use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How do I get a list of every table in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How can I inspect the DB to find out what tables it contains?,"You can inspect the database tables with:

```python
db.table_names()
```

This will list all the tables in the database.",You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
"Does dlt already support ClickHouse or StarRocks connectors, or are they missing for now?","Currently, dlt does **not** have connectors for **ClickHouse** or **StarRocks**. They’re missing for now, but the project is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Can I use dlt to load data into ClickHouse or StarRocks without building my own connector?,"Currently, I don’t know of built-in dlt connectors for ClickHouse or StarRocks. The context says dlt does **not** have connectors for either one yet, but the project is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Is there any built-in connector in dlt for ClickHouse or StarRocks right now?,"Currently, dlt does **not** have built-in connectors for **ClickHouse** or **StarRocks**. It’s open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
